Datum,Weihnachtsmarkt,Ferien,Ware_1,Ware_2,Ware_3,Ware_4,Ware_5,Ware_6,Gesamtumsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Feiertag,vor_feiertag,nach_feiertag,Wochentag_2,Wochentag_3,Wochentag_4,Wochentag_5,Wochentag_6,Wochentag_7,Wochentag_1,Monat_7,Monat_8,Monat_9,Monat_10,Monat_11,Monat_12,Monat_1,Monat_2,Monat_3,Monat_4,Monat_5,Monat_6,Temperaturklassen_normal,Temperaturklassen_warm,Temperaturklassen_kalt,Temperaturklassen_NA
2016-01-26,0,0,93.19431146,221.1278019,56.12550916,74.3282045,232.7663018,0,677.54212882,NA,7,7.875,9,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-01-27,0,0,86.55092892,226.3250229,104.4966188,76.67507307,219.9911703,0,714.03881399,NA,7,10.375,15,61,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016-01-28,0,0,124.5565696,236.1409681,69.5372349,85.01440329,244.4088123,0,759.65798819,NA,5,6.75,16,21,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-01-29,0,0,91.00828566,267.4548755,77.26742367,82.31192124,195.5744125,0,713.61691857,NA,7,8.125,17,61,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-01-30,0,0,90.16859968,329.9649974,101.154896,106.4494715,239.0786629,0,866.81662748,NA,7,6.625,17,65,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-01-31,0,0,52.05020974,382.1235337,116.0367897,75.40921152,266.1199251,0,891.73966976,NA,6,4.125,13,61,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-02-01,0,0,100.874632,320.5004737,79.67014652,64.46227757,241.7534232,0,807.26095299,NA,7,7.875,21,61,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-02,0,0,101.8209897,334.195167,77.72352095,54.96132272,248.5162739,0,817.21727427,NA,6,7.5,20,61,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-03,0,0,114.4642387,295.8242067,77.08962723,58.53727589,325.5078638,0,871.42321232,NA,6,4.75,15,61,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-04,0,0,128.5948249,341.2867003,89.20857506,141.4262084,328.0766034,0,1028.59291206,NA,5,4.25,12,22,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-05,0,0,124.4331397,287.7953956,80.80954259,121.314931,264.123168,0,878.47617689,NA,7,4.5,10,61,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-06,0,0,121.6196794,474.0513331,106.7553682,67.77672991,288.5833226,0,1058.78643321,NA,7,9.375,11,21,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-07,0,0,85.2218274,579.7077672,140.818372,72.29469231,352.9552279,0,1230.99788681,NA,6,9.75,12,21,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-08,0,0,88.37726939,244.2388887,102.4478391,76.39783782,255.2433609,0,766.70519591,NA,7,8.5,16,63,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-09,0,0,89.53656243,291.2620857,87.60224189,69.1621393,297.9611518,0,835.52418112,NA,5,6.75,15,61,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-10,0,0,64.74824792,257.3306646,80.27378248,65.30282393,264.7254639,0,732.38098283,NA,7,3.75,9,61,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-11,0,0,90.76300009,297.5032993,91.35351208,86.22071364,238.7429907,0,804.58351581,NA,7,5.25,7,61,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-12,0,0,92.38268186,240.9461168,69.52904641,59.90581288,248.7459064,0,711.50956435,NA,7,3.5,6,61,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-13,0,0,124.4925627,426.1399334,100.4644027,58.97205531,316.7699951,0,1026.83894921,NA,6,2,8,20,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-14,0,0,75.46690493,468.2752771,131.7273806,57.02264586,336.6588403,0,1069.15104879,NA,8,2.875,20,61,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-15,0,0,136.432231,290.195277,108.0813877,54.30712711,249.707515,0,838.72353781,NA,8,0.75,14,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-16,0,0,68.04783807,275.8705907,99.69860747,74.02665722,306.5151441,0,824.15883756,NA,0,2.125,5,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-17,0,0,115.3225919,282.85072,84.14530991,88.72405637,320.1509116,0,891.19358978,NA,1,1.75,10,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-18,0,0,130.0164783,328.4491754,101.6525571,188.2274327,290.7884988,0,1039.1341423,NA,5,1.875,6,10,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-19,0,0,121.1062737,322.078092,92.69089448,63.59175254,294.6327729,0,894.09978562,NA,7,3.25,6,61,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-20,0,0,85.24731376,443.7751094,91.4266604,75.01272007,337.4134644,0,1032.87526803,NA,7,6,12,61,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-21,0,0,57.71173269,498.8158747,121.873806,68.38007608,429.9518847,0,1176.73337417,NA,7,6.875,12,61,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-22,0,0,64.10540347,236.9270355,72.37686802,79.66516188,163.4281172,0,616.50258607,NA,6,5.875,15,61,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-23,0,0,70.61729088,260.9902055,107.6619637,85.50210194,161.605018,0,686.37658002,NA,4,6.125,17,61,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-24,0,0,85.75815474,242.6499244,83.73179161,38.00345811,210.7686342,0,660.91196306,NA,3,4,15,61,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-25,0,0,115.0558697,237.1555363,58.89333061,128.9307165,195.2614074,0,735.29686051,NA,6,3.5,10,53,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-26,0,0,73.62230804,254.7727132,89.29700547,62.19496443,187.6110482,0,667.49803934,NA,6,3.625,8,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-27,0,0,77.33927652,344.4397275,112.7340429,58.7824685,256.0259617,0,849.32147712,NA,4,1.5,5,45,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-28,0,0,67.9028508,475.0675041,143.4027897,78.20479698,265.881917,0,1030.45985858,NA,1,3.5,6,0,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-02-29,0,0,100.7346923,213.5740734,85.46709392,58.49088966,191.6650151,0,649.93176438,NA,7,2.125,10,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2016-03-01,0,0,94.40735946,227.7347716,71.01191274,68.82496638,180.9283116,0,642.90732178,NA,5,2.25,8,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-02,0,0,76.37955501,222.0956482,93.72175421,69.81529468,164.3555349,0,626.367787,NA,7,5,16,63,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-03,0,0,116.7970669,229.046717,88.96167458,141.7169028,154.9857026,0,731.50806388,NA,7,4.75,5,21,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-04,0,0,100.4596352,219.8831048,98.74641062,81.52587119,189.9097877,0,690.52480951,NA,2,3.875,9,10,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-05,0,0,126.5583085,307.3558042,105.4545824,49.88382697,183.6654993,0,772.91802137,NA,8,3.25,5,61,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-06,0,0,63.69731768,424.9978701,125.2536287,67.27491296,237.7355144,0,918.95924384,NA,7,4.5,11,10,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-07,0,0,100.7398103,261.0469209,104.9634669,54.20501837,223.4876763,0,744.44289277,NA,6,4.75,10,20,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-08,0,0,121.4708194,266.5171314,73.23172115,80.67754043,254.2309278,0,796.12814018,NA,6,5,10,61,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-09,0,0,134.504642,271.3287651,112.7021959,59.6068805,259.6776955,0,837.820179,NA,0,6.75,9,5,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-10,0,0,144.6709194,293.9088209,60.83414172,160.6570214,229.7604038,0,889.83130722,NA,8,4.375,11,10,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-11,0,0,147.9670843,254.5335408,91.452045,83.44093782,240.6912581,0,818.08486602,NA,8,3.5,11,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-12,0,0,156.9837378,369.2107049,123.8795947,55.70893835,257.0660098,0,962.84898555,NA,8,2.75,7,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-13,0,0,85.12583246,457.3741924,141.8275715,87.3305739,358.1490416,0,1129.80721186,NA,8,0.875,8,10,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-14,0,0,82.34430557,248.4302008,106.1680031,81.40286056,216.4728133,0,734.81818333,NA,8,5,8,10,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-15,0,0,135.4106741,274.6171005,85.12056845,80.62176536,277.6123404,0,853.38244881,NA,5,5.75,12,61,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-16,0,0,149.7297113,284.6740932,103.3208407,115.6826439,239.6081167,0,893.0154058,NA,1,6.375,11,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-17,0,0,171.3948431,292.6670196,102.1155524,148.7517388,259.1974137,0,974.1265676,NA,0,9.25,12,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-18,0,0,107.7701078,271.2549454,83.27320582,61.9345961,310.2486225,0,834.48147762,NA,8,5.375,9,21,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-19,0,0,123.3052156,380.2374177,139.1788618,72.80654393,319.4590822,0,1034.98712123,NA,7,6,15,45,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-20,0,0,60.15807,527.5154419,184.1662612,83.25527682,351.5345225,0,1206.62957242,NA,6,8.625,15,61,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-21,0,0,111.5944693,270.3905072,112.1995069,57.74246428,279.2967695,0,831.22371718,NA,7,7.5,19,61,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-22,0,0,123.4989005,305.4745214,106.189967,51.42314654,269.2142684,0,855.80080384,NA,7,8.125,13,61,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-23,0,0,170.9806169,328.7788609,108.0986768,130.3460058,278.8516303,0,1017.0557907,NA,1,9.125,13,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-24,0,0,0,0,0,0,0,0,0,NA,7,7.375,10,21,NA,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,1
2016-03-25,0,0,0,0,0,0,0,0,0,NA,8,7.875,7,61,1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,1
2016-03-26,0,1,233.4362591,603.6956403,284.6812508,139.225675,481.6549579,0,1742.6937831,NA,1,9.75,9,0,NA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-27,0,1,92.20093919,684.1711627,189.788106,221.3775488,321.2385516,0,1508.77630829,NA,7,8.625,12,61,1,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-28,0,1,78.94370653,593.6019197,222.6780612,81.27986616,295.4126437,0,1271.91619729,NA,6,11.625,18,61,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016-03-29,0,1,119.2001953,384.3124394,102.2217346,52.98529181,230.5741622,0,889.29382331,NA,6,10,13,21,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-30,0,1,60.51260249,337.6231396,117.8816643,52.24209523,241.9663494,0,810.22585102,NA,5,8.5,15,61,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-03-31,0,1,98.74971255,368.8527511,126.1278183,75.97193589,239.6358647,0,909.33808254,NA,4,9,13,21,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016-04-01,0,1,126.5782807,369.569826,111.8150064,96.08579803,288.461518,0,992.51042913,NA,0,9.125,7,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-02,0,1,87.39442074,436.2780403,189.1331942,80.16619066,247.6612678,0,1040.6331137,NA,3,12.75,8,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-03,0,1,59.94478468,401.2005974,166.2070536,89.25336527,234.6413804,0,951.24718135,NA,7,15.5,5,21,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-04,0,1,137.947934,261.6364002,128.2929809,78.60927407,201.4972553,0,807.98384447,NA,6,17.375,6,21,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-05,0,1,94.1428259,246.7166214,99.58271212,72.3213967,218.4130271,0,731.17658322,NA,7,10,7,61,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-06,0,1,115.4478384,285.4814765,97.08226374,65.42483737,223.9148117,0,787.35122771,NA,6,11.125,12,61,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-07,0,1,89.61844061,281.790815,107.1320643,76.52942679,252.585106,0,807.6558527,NA,6,8.625,13,21,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-08,0,1,78.19616217,256.0285648,120.5238847,90.70021247,194.0668748,0,739.51569894,NA,6,9,9,63,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-09,0,1,147.9915069,350.3211195,109.9380383,46.15882044,234.1676309,0,888.57711604,NA,4,10.125,11,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-10,0,0,52.04364072,396.7481476,129.3526612,61.34001674,244.0330685,0,883.51753476,NA,7,10.875,13,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-11,0,0,123.7026992,266.3666253,108.0614634,59.09839266,200.3842794,0,757.61345996,NA,1,10,15,5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-12,0,0,132.5214157,258.4422901,94.4609363,37.20580346,192.2170136,0,714.84745916,NA,6,8,9,61,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-13,0,0,94.23832287,264.6077674,103.9352996,51.83631501,205.0539121,0,719.67161698,NA,5,9.75,11,10,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-14,0,0,147.4513165,265.2608265,91.24601439,57.26541493,203.526805,0,764.75037732,NA,6,10,8,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-15,0,0,114.0657514,252.4805989,86.37779025,45.18604032,215.677749,0,713.78792987,NA,7,10.625,8,61,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-16,0,0,154.3660889,343.7371143,163.804927,86.37676204,266.2688349,0,1014.55372714,NA,6,12.75,15,53,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-17,0,0,47.00664938,414.5216143,151.9663945,43.99793555,252.4020529,0,909.89464663,NA,4,9.875,19,21,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-18,0,0,118.9887398,278.2957791,80.68687586,51.95708999,180.4021338,0,710.33061855,NA,7,9.625,16,21,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-19,0,0,118.5480887,246.5490646,97.92791771,66.88798255,222.5459204,0,752.45897396,NA,5,9.5,23,21,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-20,0,0,97.00751601,237.6797974,69.02842296,68.28769391,218.7001202,0,690.70355048,NA,2,10.5,17,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-21,0,0,162.6123448,275.748854,92.37293066,55.47926803,235.1988586,0,821.41225609,NA,2,11.625,16,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-22,0,0,113.3882532,275.3837635,96.05665195,80.36940021,226.3610723,0,791.55914116,NA,5,10.5,12,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016-04-23,0,0,92.10217784,332.2312806,123.2257036,63.9264043,342.8835897,0,954.36915604,NA,3,8.875,17,21,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-24,0,0,75.62222459,390.1503488,153.3241223,93.29362437,287.8781301,0,1000.26845016,NA,4,5.75,10,21,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-25,0,0,120.2968979,291.6646533,123.2748725,54.5981574,191.9050076,0,781.7395887,NA,8,4.625,10,61,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-26,0,0,110.8119273,259.4586541,71.83235731,69.76901633,231.3864109,0,743.25836594,NA,7,2.5,7,75,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-27,0,0,109.9000436,245.3989262,80.87256022,76.7473989,241.6305846,0,754.54951352,NA,7,4.875,8,61,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-28,0,0,144.2584441,253.3331719,105.7068588,74.09567429,233.867525,0,811.26167409,NA,6,7.5,16,61,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-29,0,0,141.9711403,303.7369234,82.94194919,157.8760502,293.0744768,0,979.60053989,NA,6,9.75,13,61,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-04-30,0,0,133.9342649,358.8028535,134.0272862,80.43463901,334.4651176,0,1041.66416121,NA,8,8,7,61,NA,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016-05-01,0,0,75.08556802,482.5783247,223.8027853,75.18650373,378.3697985,0,1235.02298025,NA,0,10.75,9,NA,1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-02,0,0,80.53432047,320.9954199,95.41310273,46.45210451,227.0849359,0,770.47988351,NA,1,17.875,6,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-03,0,0,121.0442376,289.7087315,78.23376527,77.56162086,247.6274376,0,814.17579283,NA,6,11.375,15,61,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-04,0,0,143.5175866,340.854575,130.9205053,80.14314875,228.2118823,0,923.64769795,NA,1,12.375,10,NA,NA,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-05,0,0,63.21811273,520.8577808,189.4862158,103.9995208,276.1015404,0,1153.66317053,NA,0,15.125,13,NA,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-06,0,1,128.6364148,549.5719746,223.6951674,107.1915177,263.8962056,0,1272.9912801,NA,0,19,14,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-07,0,0,130.74047,513.3793105,234.4239685,73.4591716,283.8612989,0,1235.8642195,NA,0,22.125,12,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2016-05-08,0,0,70.75361942,603.7744965,223.4504089,66.86125194,262.5090232,0,1227.34879996,NA,0,21.375,17,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2016-05-09,0,0,115.1023715,316.2343757,129.4656987,92.17282352,274.7849068,0,927.76017622,NA,0,19.875,12,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-10,0,0,92.27892611,305.21959880000003,72.98352475,62.78553015,187.1040612,0,720.37164101,NA,0,20.875,14,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2016-05-11,0,0,85.92964105,309.3459088,141.5518543,88.27061606,223.1868656,0,848.28488581,NA,0,20.625,15,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2016-05-12,0,0,120.3723496,322.6312527,111.7499095,95.24892803,261.2318541,0,911.23429393,NA,0,15.625,17,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-13,0,0,122.1112959,329.4504377,122.6009959,101.9111433,210.4890802,0,886.562953,NA,2,17.5,16,65,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-14,0,0,163.4209947,451.8218671,222.1906962,86.05159395,334.1677166,0,1257.65286855,NA,7,10,14,21,NA,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2016-05-15,0,0,45.19284393,522.2200378,233.9645861,79.37528741,299.7552711,0,1180.50802634,NA,6,9.75,12,61,1,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2016-05-16,0,0,98.00101793,571.6134536,243.5727471,58.19431672,369.7874071,0,1341.16894245,NA,5,11.25,16,NA,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-17,0,0,126.1759395,399.0044653,155.8164522,86.97849435,253.3350931,0,1021.31044445,NA,7,10.75,15,21,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-18,0,0,124.0583977,374.1868767,112.5309979,83.94553942,300.0984194,0,994.82023112,NA,5,16.75,7,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-19,0,0,103.5398944,332.1857606,129.8920969,91.07795846,240.0957608,0,896.79147116,NA,2,19.5,10,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-20,0,0,142.315045,349.4532476,134.0030834,73.80399931,293.4448568,0,993.02023211,NA,8,14.75,11,61,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-05-21,0,0,134.34875160000001,417.308631,175.6366943,84.17710929,255.0453694,0,1066.51655559,NA,6,19.375,9,21,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
