"","Datum","Wochentag","Monat","Weihnachtsmarkt","Ferien","Ware_1","Ware_2","Ware_3","Ware_4","Ware_5","Ware_6","Gesamtumsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Feiertag","vor_feiertag","nach_feiertag","Temperaturklassen"
"171",2013-12-18,4,12,1,0,86.4115251,241.8802896,78.67043296,79.41688622,183.8958609,42.27224773,712.54724251,0,7,6.85,8,10,0,0,0,"kalt"
"428",2014-09-01,2,9,0,0,192.5839275,482.3545874,226.5432733,56.68298571,295.5243964,0,1253.68917031,0,7,17.875,12,61,0,0,0,"normal"
"1541",2017-09-18,2,9,0,0,135.4430416,327.6047478,131.5308954,83.09769269,241.4427184,0,919.11909589,0,2,15.075,4,0,0,0,0,"normal"
"1621",2017-12-07,5,12,1,0,121.0229306,203.8131137,88.77139684,75.0585644,193.7368552,0,682.40286074,0,8,5.7625,13,61,0,0,0,"kalt"
"936",2016-01-22,6,1,0,0,96.30558373,246.1188911,65.72038572,64.86125665,248.0982272,0,721.1043444,0,1,-3,7,10,0,0,0,"kalt"
"660",2015-04-21,3,4,0,0,121.9356958,262.3122975,102.899555,70.92564653,236.9299101,0,795.00310493,0,0,14.625,17,5,0,0,0,"normal"
"1729",2018-03-25,1,3,0,0,72.13962061,465.6918778,208.8664992,77.98199063,231.9156299,0,1056.59561814,0,7,7.625,6,0,0,0,0,"kalt"
"1239",2016-11-20,1,11,0,0,52.44249525,401.6054857,142.3850197,72.57232724,244.9177429,0,913.92307079,0,6,6.375,12,63,0,0,0,"kalt"
"157",2013-12-04,4,12,1,0,128.9228551,267.3818982,118.5989524,37.18977833,214.9410993,149.8230454,916.85762873,0,7,5.85,11,63,0,0,0,"kalt"
"1414",2017-05-14,1,5,0,0,81.78227153,530.5865971,243.8391477,68.97728203,298.5160097,0,1223.70130806,0,2,18.75,12,0,0,0,0,"normal"
"1158",2016-08-31,4,8,0,1,133.3330374,365.2143937,163.4967031,117.0269028,269.0800657,0,1048.1511027,0,0,23.125,6,0,0,0,0,"warm"
"553",2015-01-04,1,1,0,1,69.26187502,652.4396012,202.3059464,105.1091626,337.5655719,0,1366.68215712,0,0,4.75,15,0,0,0,0,"kalt"
"56",2013-08-25,1,8,0,0,83.02267257,726.2576495,360.8170012,97.55772911,495.1943349,89.47066909,1852.32005637,0,0,21.3875,16,5,0,0,0,"warm"
"842",2015-10-20,3,10,0,1,100.8509482,366.3896728,174.7027914,87.98997751,262.5313923,0,992.46478221,0,7,10.25,8,20,0,0,0,"normal"
"1660",2018-01-15,2,1,0,0,108.8006293,242.9218641,85.92564439,95.0395543,214.0877281,0,746.77542019,0,7,1.5625,12,61,0,0,0,"kalt"
"802",2015-09-10,5,9,0,0,117.4134943,389.6143048,160.1405875,71.69333221,268.2188565,0,1007.08057531,0,1,17.625,14,0,0,0,0,"normal"
"351",2014-06-16,2,6,0,0,162.6070176,433.5059378,172.1587761,104.9985882,265.4232524,51.83907393,1190.53264603,0,6,18.3125,10,0,0,0,0,"normal"
"1395",2017-04-25,3,4,0,0,80.92180161,264.9548048,90.84248054,71.25998788,195.8207933,0,703.79986813,0,5,5.5,15,69,0,0,0,"kalt"
"148",2013-11-25,2,11,1,0,129.8199281,243.739175,73.40333268,66.27120313,243.044424,141.2628068,897.54086971,0,0,3.7,10,0,0,0,0,"kalt"
"657",2015-04-18,7,4,0,0,103.3058968,372.9856393,147.2806753,77.11555388,273.308984,0,973.99674928,0,0,10.875,8,0,0,0,0,"normal"
"709",2015-06-09,3,6,0,0,103.7516142,315.1237494,140.0292851,132.0279014,264.1996478,0,955.1321979,0,3,15.25,8,0,0,0,0,"normal"
"182",2013-12-29,1,12,0,1,131.267289,510.01507,186.1448738,78.64907224,292.5172663,69.40001326,1267.9935846,0,7,5.7125,9,63,0,0,0,"kalt"
"220",2014-02-05,4,2,0,0,128.5129828,303.8211149,100.2573372,128.2296564,274.3553684,71.69275612,1006.86921582,0,4,3.675,8,10,0,0,0,"kalt"
"1939",2018-10-21,1,10,0,0,66.60593995,518.1181708,198.9631929,67.57503012,229.4816288,0,1080.74396257,0,0,0,0,0,0,0,0,"kalt"
"680",2015-05-11,2,5,0,0,129.8779618,336.1276297,102.8446716,133.6751623,205.6673467,0,908.1927721,0,0,19.75,11,0,0,0,0,"normal"
"1109",2016-07-13,4,7,0,0,136.9059684,441.1542484,179.9073647,75.83909992,290.707276,0,1124.51395742,0,6,16.375,6,63,0,0,0,"normal"
"867",2015-11-14,7,11,0,0,111.4371661,347.6140339,113.069739,82.42852764,264.7940874,0,919.34355404,0,4,8.125,14,21,0,0,0,"kalt"
"17",2013-07-17,4,7,0,1,150.5729196,628.325719,301.777438,62.06360988,396.9942471,39.7377804,1579.47171398,0,5,22.5125,8,0,0,0,0,"warm"
"2003",2018-12-24,2,12,0,1,222.8867573,470.2337548,161.8152156,89.56763612,312.4355571,0,1256.93892092,0,7,2.5,10,22,0,1,0,"kalt"
"1145",2016-08-18,5,8,0,1,166.4912935,517.6632845,287.7657471,81.58082779,256.0266278,0,1309.52778069,0,3,18.25,9,0,0,0,0,"normal"
"1642",2017-12-28,5,12,0,1,108.2093339,389.2875962,105.1387555,97.90602567,266.2903268,0,966.83203807,0,4,4.0875,11,61,0,0,0,"kalt"
"1517",2017-08-25,6,8,0,1,121.6785163,442.7320116,187.8665849,99.94137151,280.8425905,0,1133.06107481,0,3,19.7625,13,0,0,0,0,"normal"
"1959",2018-11-10,7,11,0,0,106.8603409,339.970806,174.0555245,121.5235111,278.3298236,0,1020.7400061,0,7,11.425,8,61,0,0,0,"normal"
"864",2015-11-11,4,11,0,0,97.39929145,214.420898,89.02800011,72.5262658,210.1778157,0,683.55227106,0,8,13.625,12,61,0,0,0,"normal"
"190",2014-01-06,2,1,0,1,146.9110678,299.874481,96.44134222,82.14297011,247.848021,31.03027461,904.24815674,0,7,7.9125,11,65,0,0,0,"kalt"
"1310",2017-01-30,2,1,0,0,95.59005214,239.8437272,87.2926021,58.58516631,236.0063779,0,717.31792565,0,7,2.625,13,61,0,0,0,"kalt"
"1203",2016-10-15,7,10,0,0,132.8946472,419.7580554,189.0273582,54.43641801,232.5657189,0,1028.68219771,0,8,8.625,12,61,0,0,0,"kalt"
"537",2014-12-19,6,12,1,0,100.4346054,307.8847913,82.77647947,67.65294157,242.8497252,0,801.59854294,0,5,8.125,15,61,0,0,0,"kalt"
"1460",2017-06-29,5,6,0,0,126.3236351,359.2674679,155.2219029,121.0553527,275.5707229,0,1037.4390815,0,7,17.875,8,61,0,0,0,"normal"
"1400",2017-04-30,1,4,0,0,60.24500216,562.9166465,263.0749632,79.9477044,376.406197,0,1342.59051326,0,1,11.875,12,0,0,1,0,"normal"
"284",2014-04-10,5,4,0,0,153.6899131,362.3072963,139.4436742,65.38477469,296.2725799,63.61214263,1080.71038082,0,7,9.75,4,0,0,0,0,"kalt"
"719",2015-06-19,6,6,0,0,119.9858034,346.6903362,149.9394166,61.41460953,271.4961466,0,949.52631233,0,7,14.25,14,61,0,0,0,"normal"
"961",2016-02-16,3,2,0,0,68.04783807,275.8705907,99.69860747,74.02665722,306.5151441,0,824.15883756,0,0,2.125,5,0,0,0,0,"kalt"
"1604",2017-11-20,2,11,0,0,100.7324918,233.3005726,99.33358126,61.32994885,158.3300393,0,653.02663381,0,6,5.9625,6,0,0,0,0,"kalt"
"693",2015-05-24,1,5,0,0,125.5599997,602.3798702,238.550181,54.26858773,301.5195899,0,1322.27822853,0,2,14.375,8,0,1,1,0,"normal"
"1029",2016-04-24,1,4,0,0,75.62222459,390.1503488,153.3241223,93.29362437,287.8781301,0,1000.26845016,0,4,5.75,10,21,0,0,0,"kalt"
"962",2016-02-17,4,2,0,0,115.3225919,282.85072,84.14530991,88.72405637,320.1509116,0,891.19358978,0,1,1.75,10,0,0,0,0,"kalt"
"1374",2017-04-04,3,4,0,0,167.8757738,281.8925238,144.4822578,106.5405963,219.8792187,0,920.6703704,0,2,12.625,8,0,0,0,0,"normal"
"2015",2019-01-05,7,1,0,0,124.5428219,383.1494495,169.711766,73.25258725,289.0951535,0,1039.75177815,0,5,7.85,8,21,0,0,0,"kalt"
"1537",2017-09-14,5,9,0,0,124.5289156,340.6627037,120.7817468,57.43076487,282.042322,0,925.44645297,0,7,13.2375,13,61,0,0,0,"normal"
"2151",2019-05-21,3,5,0,0,141.6305217,312.7520459,145.1620793,0,292.2568403,0,891.8014872,0,7,16.425,10,61,0,0,0,"normal"
"1165",2016-09-07,4,9,0,0,109.4554208,335.2037096,125.9011747,103.9850839,214.6066534,0,889.1520424,0,0,23.625,6,0,0,0,0,"warm"
"684",2015-05-15,6,5,0,1,147.2712583,513.8056441,190.8461576,59.75821108,292.9678377,0,1204.64910878,0,6,13.5,9,0,0,0,1,"normal"
"1074",2016-06-08,4,6,0,0,90.31837669,359.9824207,139.450854,94.72966786,262.7137165,0,947.19503575,0,4,18.875,13,0,0,0,0,"normal"
"735",2015-07-05,1,7,0,0,42.8195773,571.2202119,259.904235,97.97668825,308.1452498,0,1280.06596225,0,4,25.25,9,21,0,0,0,"warm"
"841",2015-10-19,2,10,0,1,110.8888036,398.1227688,164.7899751,149.6098609,227.8540381,0,1051.2654465,0,6,9.25,7,0,0,0,0,"kalt"
"643",2015-04-04,7,4,0,1,274.1499437,624.7313966,262.8417391,110.846942,495.4825128,0,1768.0525342,0,0,8.375,11,0,0,1,1,"kalt"
"1987",2018-12-08,7,12,1,0,162.4223339,325.154381,142.0765329,248.8515505,218.0320606,0,1096.5368589,0,8,7.475,18,61,0,0,0,"kalt"
"1909",2018-09-21,6,9,0,0,130.2087697,361.2005308,129.0643678,78.22110345,275.7364,0,974.43117175,0,6,14.957142,16,61,0,0,0,"normal"
"1644",2017-12-30,7,12,0,1,162.1505126,492.4318581,151.5717837,65.97736938,444.3325214,0,1316.46404518,0,7,4.05,10,61,0,0,0,"kalt"
"90",2013-09-28,7,9,0,0,134.6137568,578.1568741,247.9958262,129.9521999,290.8488789,88.9610412,1470.5285771,0,0,13.1,8,0,0,0,0,"normal"
"5",2013-07-05,6,7,0,1,171.2807541,492.8188041,181.6448702,86.75986145,355.5187704,43.51536608,1331.53842633,0,5,19.975,12,0,0,0,0,"normal"
"66",2013-09-04,4,9,0,0,100.2219695,362.2493717,162.8374384,79.9069126,308.6705065,23.09774665,1036.98394535,0,7,18.125,5,0,0,0,0,"normal"
"1083",2016-06-17,6,6,0,0,96.48948786,349.8317944,111.5789493,156.0305126,251.6798223,0,965.61056646,0,6,18.125,10,21,0,0,0,"normal"
"1401",2017-05-01,2,5,0,0,0,0,0,0,0,0,0,0,1,11.75,19,5,1,0,0,"normal"
"1411",2017-05-11,5,5,0,0,142.6771834,363.4733421,131.2447225,63.84393795,267.4821522,0,968.72133815,0,0,13.375,14,0,0,0,0,"normal"
"1196",2016-10-08,7,10,0,0,147.667892,366.932903,159.0434615,65.5482235,227.0948095,0,966.2872895,0,5,11.625,16,0,0,0,0,"normal"
"737",2015-07-07,3,7,0,0,84.00592875,424.7586546,205.7865031,148.1121007,248.5398256,0,1111.20301275,0,4,24.75,9,61,0,0,0,"warm"
"1780",2018-05-15,3,5,0,0,98.03536446,317.2567491,128.2427883,64.44106694,237.920002,0,845.8959708,0,0,18,9,0,0,0,0,"normal"
"1765",2018-04-30,2,4,0,0,152.2804724,426.9183979,127.9194482,68.61942711,349.2225305,0,1124.96027611,0,7,11.55,10,95,0,1,0,"normal"
"1345",2017-03-06,2,3,0,0,89.67504375,243.6017784,86.99604246,78.09713473,237.3677841,0,735.73778344,0,8,3.75,17,0,0,0,0,"kalt"
"1004",2016-03-30,4,3,0,1,60.51260249,337.6231396,117.8816643,52.24209523,241.9663494,0,810.22585102,0,5,8.5,15,61,0,0,0,"kalt"
"2032",2019-01-22,3,1,0,0,149.1722521,227.6351109,110.9922821,148.5033395,308.3462929,0,944.6492775,0,5,0.1375,9,10,0,0,0,"kalt"
"1426",2017-05-26,6,5,0,1,127.2271589,477.8725956,214.8449899,77.184747,225.0100733,0,1122.1395647,0,0,20.75,6,0,0,0,1,"warm"
"1061",2016-05-26,5,5,0,0,118.0589613,382.7758741,107.9028598,71.28447133,306.9946925,0,987.01685903,0,7,14.375,6,61,0,0,0,"normal"
"1554",2017-10-01,1,10,0,0,60.98247726,482.4600286,192.2339268,90.8353847,290.9572005,0,1117.46901786,0,2,16.2875,6,0,0,0,0,"normal"
"847",2015-10-25,1,10,0,1,61.41483524,384.8514269,140.9193779,123.8519781,284.147344,0,995.18496214,0,2,12.25,15,0,0,0,0,"normal"
"430",2014-09-03,4,9,0,0,128.1008821,472.1001942,234.7387456,73.4335227,318.6572549,0,1227.0305995,0,2,18.75,13,0,0,0,0,"normal"
"1945",2018-10-27,7,10,0,0,116.6307879,402.4334674,174.6485043,55.1771749,347.569125,0,1096.4590595,0,7,5.8375,13,63,0,0,0,"kalt"
"1344",2017-03-05,1,3,0,0,34.58355506,402.7782733,135.9589509,93.81444281,237.2301305,0,904.36535257,0,7,7.375,12,61,0,0,0,"kalt"
"968",2016-02-23,3,2,0,0,70.61729088,260.9902055,107.6619637,85.50210194,161.605018,0,686.37658002,0,4,6.125,17,61,0,0,0,"kalt"
"1092",2016-06-26,1,6,0,0,70.96619775,673.0584087,240.6743294,94.2234768,265.4561467,0,1344.37855935,1,5,19.25,11,0,0,0,0,"normal"
"2012",2019-01-02,4,1,0,1,160.1170279,437.7612963,145.9283381,85.71281956,273.8284971,0,1103.34797896,0,0,3.9125,20,0,0,0,1,"kalt"
"948",2016-02-03,4,2,0,0,114.4642387,295.8242067,77.08962723,58.53727589,325.5078638,0,871.42321232,0,6,4.75,15,61,0,0,0,"kalt"
"2083",2019-03-14,5,3,0,0,158.7700937,259.6810275,129.2727282,55.06359933,224.8502678,0,827.63771653,0,7,5.5625,12,61,0,0,0,"kalt"
"1977",2018-11-28,4,11,1,0,114.4660328,232.6442463,103.9345442,78.13667934,207.0913909,0,736.27289354,0,3,1.5,10,5,0,0,0,"kalt"
"1900",2018-09-12,4,9,0,0,134.8988648,335.1451399,171.2541229,84.83643134,346.3671996,0,1072.50175854,0,7,14.3,11,61,0,0,0,"normal"
"645",2015-04-06,2,4,0,1,60.14452235,728.8629226,232.9260356,77.72096502,293.8862674,0,1393.54071297,0,0,7.75,10,0,1,0,1,"kalt"
"1439",2017-06-08,5,6,0,0,109.2509438,333.9926801,118.5367621,88.208006,248.6672702,0,898.6556622,0,7,14.875,8,61,0,0,0,"normal"
"1064",2016-05-29,1,5,0,0,62.50132704,536.3947785,201.9497526,67.2432132,277.8968647,0,1145.98593604,0,6,17,13,21,0,0,0,"normal"
"29",2013-07-29,2,7,0,1,183.5641644,672.5021452,356.0334347,69.70536042,368.9510291,111.0685128,1761.82464662,0,1,22.7875,10,0,0,0,0,"warm"
"1619",2017-12-05,3,12,1,0,98.68657404,226.9464862,85.36724681,83.25506474,165.2203902,0,659.47576199,0,7,8.65,17,21,0,0,0,"kalt"
"1640",2017-12-26,3,12,0,0,0,0,0,0,0,0,0,0,7,6.25,14,61,1,0,1,"kalt"
"475",2014-10-18,7,10,0,1,158.1521304,704.5133582,287.1574988,84.7844612,332.7139569,0,1567.3214055,0,7,15.25,7,21,0,0,0,"normal"
"509",2014-11-21,6,11,0,0,142.8956032,319.5759009,154.1792714,85.93597268,274.8849161,0,977.47166428,0,6,6.5,5,61,0,0,0,"kalt"
"114",2013-10-22,3,10,0,0,111.9270887,367.7316286,124.3498353,48.10840839,255.7936138,82.89572322,990.80629801,0,2,17.6375,7,0,0,0,0,"normal"
"197",2014-01-13,2,1,0,0,103.994035,251.3217526,91.94940271,76.22008293,244.2846908,66.41552206,834.1854861,0,8,3.1375,10,69,0,0,0,"kalt"
"1363",2017-03-24,6,3,0,0,128.3683649,263.0891139,92.3970925,48.97462704,228.9952698,0,761.82446814,0,0,10.5,7,0,0,0,0,"normal"
"415",2014-08-19,3,8,0,1,157.5165132,628.9664458,292.3180399,65.44699579,346.5546788,0,1490.80267349,0,6,14.0875,12,61,0,0,0,"normal"
"504",2014-11-16,1,11,0,0,69.2794518,657.3349053,201.4247333,63.25456378,302.5639592,0,1293.85761338,0,7,8,14,61,0,0,0,"kalt"
"369",2014-07-04,6,7,0,0,112.903849,438.3232084,173.6274431,55.58126977,237.1796909,0,1017.61546117,0,0,26.9375,10,0,0,0,0,"warm"
"679",2015-05-10,1,5,0,0,54.67672915,492.0104897,161.9444548,76.92564496,319.4544965,0,1105.01181511,0,2,12.75,18,0,0,0,0,"normal"
"1568",2017-10-15,1,10,0,0,67.74301375,344.48636,200.173958,87.76363032,291.3660181,0,991.53298017,0,2,17.8125,5,28,0,0,0,"normal"
"1157",2016-08-30,3,8,0,1,146.2362495,363.2358877,160.3363218,94.88257701,273.453181,0,1038.14421701,0,2,20.25,12,0,0,0,0,"warm"
"54",2013-08-23,6,8,0,0,162.9589587,503.6720895,260.9261958,86.007728,375.3175677,60.50013494,1449.38267464,0,1,22.0375,14,0,0,0,0,"warm"
"450",2014-09-23,3,9,0,0,140.7746953,395.3117237,159.1085017,84.06270799,276.659713,0,1055.91734169,0,4,14.75,6,0,0,0,0,"normal"
"1161",2016-09-03,7,9,0,1,167.8202791,448.5087736,269.4839312,65.93126155,315.3975788,0,1267.14182425,0,5,19.25,12,21,0,0,0,"normal"
"778",2015-08-17,2,8,0,1,131.2351079,450.9201283,225.8248369,85.65180515,326.2404786,0,1219.87235685,0,7,19.375,14,61,0,0,0,"normal"
"74",2013-09-12,5,9,0,0,106.4744,354.2825932,128.9575311,87.49526616,291.2971157,23.94275386,992.44966002,0,6,16.1125,6,61,0,0,0,"normal"
"1950",2018-11-01,5,11,0,0,146.4396753,330.2859984,122.904183,39.50236346,270.5261144,0,909.65833456,0,5,11.725,8,0,1,0,1,"normal"
"1639",2017-12-25,2,12,0,0,0,0,0,0,0,0,0,0,7,8.7,14,61,1,1,0,"kalt"
"611",2015-03-03,3,3,0,0,96.31633611,270.3615981,77.44187337,85.54911234,233.360646,0,763.02956592,0,6,5,14,61,0,0,0,"kalt"
"540",2014-12-22,2,12,0,1,166.0626084,320.634871,121.7882922,123.6977665,230.8261538,0,963.0096919,0,7,9.75,21,63,0,0,0,"kalt"
"1416",2017-05-16,3,5,0,0,133.1704248,313.7649524,124.651716,107.8691904,286.5372887,0,965.9935723,0,7,14.125,8,61,0,0,0,"normal"
"168",2013-12-15,1,12,1,0,71.53521727,564.3350307,188.3264039,104.6731886,217.4925534,70.26278517,1216.62517904,0,8,7.925,12,61,0,0,0,"kalt"
"1481",2017-07-20,5,7,0,0,152.8973061,516.0258481,231.1375644,87.0859633,307.5786299,0,1294.7253118,0,7,21.5,5,61,0,0,0,"warm"
"2140",2019-05-10,6,5,0,0,196.2143575,342.4988308,124.5534851,0,275.935944,0,939.2026174,0,7,10.4625,11,61,0,0,0,"normal"
"2104",2019-04-04,5,4,0,1,140.2592285,313.9997595,118.2388962,109.2645525,260.6002035,0,942.3626402,0,0,0,0,0,0,0,0,"kalt"
"140",2013-11-17,1,11,0,0,74.39451859,585.3606335,219.2306077,57.5784741,434.5146843,28.28409449,1399.36301268,0,2,8.8875,8,0,0,0,0,"kalt"
"1392",2017-04-22,7,4,0,0,81.39069918,288.8961099,142.2508293,50.25523444,280.1075857,0,842.90045852,0,5,7.5,21,61,0,0,0,"kalt"
"571",2015-01-22,5,1,0,0,135.950513,265.1944355,113.3796926,71.90846826,299.101267,0,885.53437636,0,7,-1.375,3,49,0,0,0,"kalt"
"1809",2018-06-13,4,6,0,0,139.4156117,338.9194674,107.7929596,126.3978587,311.4029924,0,1023.9288898,0,7,16.4,14,61,0,0,0,"normal"
"55",2013-08-24,7,8,0,0,201.5431096,707.9442973,282.4018696,139.7769928,536.196772,69.50403865,1937.36707995,0,0,20.85,16,5,0,0,0,"warm"
"2150",2019-05-20,2,5,0,0,158.4023686,327.7667037,120.5747749,0,233.983297,0,840.7271442,0,3,16.8125,9,28,0,0,0,"normal"
"2141",2019-05-11,7,5,0,0,166.0364571,494.1983322,233.2713565,0,301.8017943,0,1195.3079401,0,1,11.525,9,0,0,0,0,"normal"
"1526",2017-09-03,1,9,0,0,55.22213417,479.387641,230.4665749,84.97290096,309.5756297,0,1159.62488073,0,3,17.4,7,0,0,0,0,"normal"
"763",2015-08-02,1,8,0,1,79.85244849,781.185854,295.6788693,82.73931315,313.0316247,0,1552.48810964,0,0,21.5,8,0,0,0,0,"warm"
"1807",2018-06-11,2,6,0,0,167.5893678,328.00805,131.3764843,65.72666754,239.9321035,0,932.63267314,0,6,18.5125,15,0,0,0,0,"normal"
"9",2013-07-09,3,7,0,1,136.0483828,585.9572647,245.8083385,75.20899758,342.0893458,70.13093612,1455.2432655,0,0,23.275,8,0,0,0,0,"warm"
"1813",2018-06-17,1,6,0,0,131.7747367,561.16613,301.9876944,65.15850128,351.2089686,0,1411.29603098,1,5,18.275,12,61,0,0,0,"normal"
"496",2014-11-08,7,11,0,0,165.663475,521.9888161,228.6189708,71.15456008,300.6718845,0,1288.09770648,0,6,10.25,8,0,0,0,0,"normal"
"1971",2018-11-22,5,11,0,0,163.8125283,267.1412513,104.8056391,76.50943172,209.3544682,0,821.62331862,0,8,1.5125,9,21,0,0,0,"kalt"
"1724",2018-03-20,3,3,0,0,135.2310625,243.391832,135.147672,53.62517188,226.9165124,0,794.31225078,0,0,4.2125,17,5,0,0,0,"kalt"
"1085",2016-06-19,1,6,0,0,47.30155014,515.5107226,221.472814,174.5660723,258.6830218,0,1217.53418084,1,7,16,14,0,0,0,0,"normal"
"1985",2018-12-06,5,12,1,0,155.4247765,268.0174441,85.23976365,76.99316907,255.0686678,0,840.74382112,0,7,6.725,7,61,0,0,0,"kalt"
"1062",2016-05-27,6,5,0,0,132.3595051,428.0822786,155.7498887,61.3250235,279.9689029,0,1057.4855988,0,4,15.875,9,61,0,0,0,"normal"
"1284",2017-01-04,4,1,0,1,119.0509909,299.025295,78.2861734,219.0704899,281.9034401,0,997.3363893,0,4,4,19,20,0,0,0,"kalt"
"162",2013-12-09,2,12,1,0,134.68055,224.635146,104.2260921,63.5616526,170.5249729,28.67288419,726.30129779,0,7,9.2375,10,45,0,0,0,"kalt"
"180",2013-12-27,6,12,0,1,152.3674346,433.8897135,155.1196199,83.75915573,270.5713777,87.20299044,1182.91029187,0,7,5.7625,15,63,0,0,1,"kalt"
"1424",2017-05-24,4,5,0,0,136.9391476,321.6830004,133.616733,72.67013353,249.8950638,0,914.80407833,0,3,17.125,18,0,0,1,0,"normal"
"508",2014-11-20,5,11,0,0,131.3147898,281.9634245,122.3349946,136.0014472,247.2392413,0,918.8538974,0,5,6.125,7,0,0,0,0,"kalt"
"1643",2017-12-29,6,12,0,1,120.6811938,433.432993,179.5942351,55.50267141,285.850859,0,1075.06195231,0,5,2.8125,11,61,0,0,0,"kalt"
"262",2014-03-19,4,3,0,0,99.68458239,287.6015548,123.1000771,86.35165556,209.1546062,52.54639293,858.43886898,0,7,9.45,18,61,0,0,0,"kalt"
"669",2015-04-30,5,4,0,0,185.5474659,382.494806,116.0091634,94.74262278,303.3466204,0,1082.14067848,0,6,11.375,10,61,0,1,0,"normal"
"468",2014-10-11,7,10,0,0,181.0710637,570.9333229,268.9131325,140.8160162,413.469929,0,1575.2034643,0,3,17,5,0,0,0,0,"normal"
"1307",2017-01-27,6,1,0,0,88.2521353,247.1381979,88.96931648,100.7596833,234.6343931,0,759.75372608,0,0,2.142857,7,5,0,0,0,"kalt"
"1232",2016-11-13,1,11,0,0,55.44194521,474.0670206,155.8291695,57.12735347,315.7712207,0,1058.23670948,0,4,1.375,9,5,0,0,0,"kalt"
"1868",2018-08-11,7,8,0,1,168.1583929,545.3311926,317.3230688,111.7397896,344.6435605,0,1487.1960044,0,6,15.5,13,61,0,0,0,"normal"
"1417",2017-05-17,4,5,0,0,80.77767685,280.8172887,100.5091801,96.53491317,180.5301925,0,739.16925132,0,6,23.125,7,0,0,0,0,"warm"
"826",2015-10-04,1,10,0,0,56.11243263,523.1954462,182.1770894,84.62171609,315.6029006,0,1161.70958492,0,6,15.625,7,45,0,0,1,"normal"
"127",2013-11-04,2,11,0,0,137.8642604,269.3860561,127.2683298,65.84426791,243.4806889,31.64430892,875.48791203,0,7,6.8375,7,63,0,0,0,"kalt"
"318",2014-05-14,4,5,0,0,107.2997839,314.9535976,127.4839302,65.73634888,264.5024923,60.7812655,940.75741838,0,7,11.5625,16,0,0,0,0,"normal"
"1406",2017-05-06,7,5,0,0,137.0681898,362.221218,187.8934035,97.00323763,293.9269639,0,1078.11301283,0,7,11,7,0,0,0,0,"normal"
"2034",2019-01-24,5,1,0,0,125.9422862,235.2850109,100.1564524,91.97296208,294.85491,0,848.21162158,0,8,-4.8125,6,22,0,0,0,"kalt"
"989",2016-03-15,3,3,0,0,135.4106741,274.6171005,85.12056845,80.62176536,277.6123404,0,853.38244881,0,5,5.75,12,61,0,0,0,"kalt"
"981",2016-03-07,2,3,0,0,100.7398103,261.0469209,104.9634669,54.20501837,223.4876763,0,744.44289277,0,6,4.75,10,20,0,0,0,"kalt"
"1301",2017-01-21,7,1,0,0,107.0325204,271.3920507,90.1864251,84.26382113,228.9505552,0,781.82537253,0,7,5.75,5,10,0,0,0,"kalt"
"894",2015-12-11,6,12,1,0,73.56275671,257.9957805,82.29084302,93.67096337,181.8189465,0,689.3392901,0,5,6.125,11,63,0,0,0,"kalt"
"341",2014-06-06,6,6,0,0,181.6423047,428.9534433,169.4728349,84.81554383,281.2280677,78.96847037,1225.0806648,0,3,19.3125,12,0,0,0,0,"normal"
"76",2013-09-14,7,9,0,0,174.9388075,530.8251026,230.5242499,181.0718257,383.0833734,44.90440907,1545.34776817,0,5,17.625,10,63,0,0,0,"normal"
"1172",2016-09-14,4,9,0,0,101.5068868,362.7294639,151.8638111,90.10889345,256.2971216,0,962.50617685,0,0,25.25,9,0,0,0,0,"warm"
"532",2014-12-14,1,12,1,0,102.8055731,588.4695393,199.2633075,176.9018026,310.4737976,0,1377.9140201,0,4,3.5,9,10,0,0,0,"kalt"
"393",2014-07-28,2,7,0,1,157.8138374,630.1708818,288.5024206,83.60883096,309.2217367,0,1469.31770746,0,0,24.7625,7,0,0,0,0,"warm"
"2094",2019-03-25,2,3,0,0,136.8081279,281.1880248,126.7899575,99.1864121,276.8775885,0,920.8501108,0,4,7.3375,17,21,0,0,0,"kalt"
"1803",2018-06-07,5,6,0,0,130.1350529,356.3709303,140.6637597,71.82297723,266.7273693,0,965.72008943,0,0,23.6875,10,0,0,0,0,"warm"
"23",2013-07-23,3,7,0,1,110.3152468,691.0436622,323.3014317,65.89029797,316.2968171,72.24495281,1579.09240858,0,0,24.95,12,0,0,0,0,"warm"
"887",2015-12-04,6,12,1,0,131.863727,223.0049262,71.33872101,79.39470249,180.0233544,0,685.6254311,0,6,9.25,17,61,0,0,0,"kalt"
"1361",2017-03-22,4,3,0,0,101.4150375,239.754869,101.6549848,87.50128173,185.865995,0,716.19216803,0,0,10.75,11,0,0,0,0,"normal"
"734",2015-07-04,7,7,0,0,147.0768333,667.5453263,247.0714525,65.95539822,315.8307792,0,1443.47978952,0,0,26.5,10,0,0,0,0,"warm"
"536",2014-12-18,5,12,1,0,112.7697007,303.3527928,98.92042002,66.40124763,271.0971038,0,852.54126495,0,7,10,11,61,0,0,0,"kalt"
"319",2014-05-15,5,5,0,0,123.833393,352.4181955,124.6389318,62.39036611,264.7700921,90.99228751,1019.04326602,0,2,13.7875,8,0,0,0,0,"normal"
"1502",2017-08-10,5,8,0,1,144.2704021,500.5437238,247.4188383,126.0712951,285.7680506,0,1304.0723099,0,6,19.6,9,0,0,0,0,"normal"
