"","Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Gruppe_1","Gruppe_2","Gruppe_3","Gruppe_4","Gruppe_5","Gruppe_6"
"1298","16.03.2012",3,12.0375,14,10,NA,NA,NA,NA,NA,NA,NA
"1299","16.03.2014",7,9.3375,24,61,NA,67.16757937,427.3809445,111.8222633,95.66438161,214.9839846,32.36298452
"1300","16.03.2015",2,8.625,13,10,NA,136.6986661,269.0229019,104.0617808,112.8311586,252.2128924,NA
"1301","16.03.2016",1,6.375,11,0,NA,149.7297113,284.6740932,103.3208407,115.6826439,239.6081167,NA
"1302","16.03.2017",5,11.75,9,NA,NA,110.6439823,227.0810157,71.80546171,61.77920739,213.8049293,NA
"1303","16.03.2018",7,0.2,28,22,NA,169.6178561,272.5277471,110.0646801,85.51608424,242.7509817,NA
"1304","16.03.2019",7,5.5875,11,61,NA,123.529462,402.1089745,190.8518232,74.71492667,280.4467421,NA
"1305","16.04.2012",4,7.5,16,80,NA,NA,NA,NA,NA,NA,NA
"1306","16.04.2014",0,11.3625,9,NA,NA,110.6470419,439.8763719,198.9699505,82.1783266,297.5364913,67.80944253
"1307","16.04.2015",6,9.375,16,21,NA,90.52820583,286.7276471,80.61279848,68.8696178,249.9858178,NA
"1308","16.04.2016",6,12.75,15,53,NA,154.3660889,343.7371143,163.804927,86.37676204,266.2688349,NA
"1309","16.04.2017",7,6.875,7,61,NA,87.20432569,587.6434447,208.0280739,67.46840222,313.8918259,NA
"1310","16.04.2018",2,13.875,8,63,NA,120.5303097,251.8615088,105.9497178,107.3775428,213.0500371,NA
"1311","16.04.2019",0,8.4375,15,5,NA,160.5878582,401.4106576,166.5544636,NA,294.5315522,NA
"1312","16.05.2012",6,8.8875,19,80,NA,NA,NA,NA,NA,NA,NA
"1313","16.05.2013",0,16.1625,13,5,NA,NA,NA,NA,NA,NA,NA
"1314","16.05.2014",5,13.8875,9,NA,NA,182.2473317,422.284931,161.9472762,53.23087697,373.755034,85.92344539
"1315","16.05.2015",7,10.5,11,61,NA,164.984948,555.4456366,223.0410835,42.52366103,329.9984658,NA
"1316","16.05.2016",5,11.25,16,NA,NA,98.00101793,571.6134536,243.5727471,58.19431672,369.7874071,NA
"1317","16.05.2017",7,14.125,8,61,NA,133.1704248,313.7649524,124.651716,107.8691904,286.5372887,NA
"1318","16.05.2018",5,20.5625,13,21,NA,73.56201321,290.4876383,117.1920805,62.86119256,200.8283055,NA
"1319","16.05.2019",7,12.475,15,61,NA,175.2846281,414.1325081,162.2721585,NA,362.6434732,NA
"1320","16.06.2012",6,18.4625,10,25,1,NA,NA,NA,NA,NA,NA
"1321","16.06.2013",7,15.5875,16,21,NA,NA,NA,NA,NA,NA,NA
"1322","16.06.2014",6,18.3125,10,0,NA,162.6070176,433.5059378,172.1587761,104.9985882,265.4232524,51.83907393
"1323","16.06.2015",7,13.625,14,NA,NA,79.09829297,349.8882227,115.1994447,102.9253656,249.8276652,NA
"1324","16.06.2016",6,18.25,7,63,NA,132.226336,305.679673,86.63213889,122.2077529,253.8211002,NA
"1325","16.06.2017",5,17.375,20,21,NA,159.3860537,452.7981534,188.1899955,76.56955912,357.9914376,NA
"1326","16.06.2018",5,21.325,7,95,1,165.2408259,536.4523483,249.7559996,71.96402231,209.3620829,NA
"1327","16.06.2019",6,20.3875,8,0,NA,NA,NA,NA,NA,NA,NA
"1328","16.07.2012",5,16.875,16,80,NA,NA,NA,NA,NA,NA,NA
"1329","16.07.2013",1,21.1875,10,NA,NA,116.8213582,558.7971383,287.415465,89.20584046,320.435336,51.12975147
"1330","16.07.2014",6,19.4125,7,NA,NA,158.6804784,558.2013513,293.5493604,151.0939363,323.6326702,NA
"1331","16.07.2015",4,18.75,7,NA,NA,137.5468632,498.959441,221.649707,119.8135973,214.0847881,NA
"1332","16.07.2016",7,18,10,61,NA,157.2216283,501.5875588,223.2923332,82.46391507,341.7191751,NA
"1333","16.07.2017",8,17.375,9,61,NA,83.44644542,596.1675925,285.6598389,92.2892966,312.0899562,NA
"1334","16.07.2018",0,24.25,9,5,NA,208.6435277,577.869077,279.0800339,81.55609859,251.1424322,NA
"1335","16.07.2019",5,19.1125,14,0,NA,NA,NA,NA,NA,NA,NA
"1336","16.08.2012",6,17.325,10,63,NA,NA,NA,NA,NA,NA,NA
"1337","16.08.2013",4,23.575,11,0,NA,147.7979976,552.1537146,241.7689751,124.7374644,344.4686294,67.86220274
"1338","16.08.2014",6,17.2,15,61,NA,229.3210986,799.7079032,398.4397015,95.03564698,434.0750545,NA
"1339","16.08.2015",6,21.5,10,0,NA,70.37887685,590.4892046,272.4431559,76.79827884,295.7592647,NA
"1340","16.08.2016",2,19.375,10,NA,NA,111.2675776,563.2455397,268.715043,97.15733274,307.3444752,NA
"1341","16.08.2017",3,20.8625,8,0,NA,126.0343113,469.9260638,223.3426634,118.9386643,251.9488404,NA
"1342","16.08.2018",3,25.075,9,0,NA,165.281857,602.6445765,317.4509868,96.03427659,344.3116853,NA
"1343","16.09.2012",3,18.35,12,NA,NA,NA,NA,NA,NA,NA,NA
"1344","16.09.2013",3,13.1375,13,21,NA,146.7602349,363.7019178,150.4580786,91.9109697,230.653426,25.30769024
"1345","16.09.2014",0,20.125,13,NA,NA,106.6574647,398.1759774,158.5886378,86.89658378,260.5564434,NA
"1346","16.09.2015",7,15.25,6,61,NA,133.689772,319.8766069,139.3134976,72.56922148,289.2625096,NA
"1347","16.09.2016",4,22.75,8,0,NA,82.9657291,351.8935805,161.7528819,81.40580615,296.1990406,NA
"1348","16.09.2017",8,11.9125,6,61,NA,237.2433014,447.9409087,193.0229425,90.60329794,385.7849607,NA
"1349","16.10.2012",7,10.8875,12,61,NA,NA,NA,NA,NA,NA,NA
"1350","16.10.2013",8,12.275,7,NA,NA,146.0705835,324.7575293,143.1480865,95.99951402,288.9182581,72.96587646
"1351","16.10.2014",7,13.5,6,61,NA,147.5705494,442.3691106,208.7152692,69.99564564,267.6477339,NA
"1352","16.10.2015",7,10,14,61,NA,152.380926,384.2031333,174.4215884,95.45885107,363.0156629,NA
"1353","16.10.2016",8,11.375,6,10,NA,74.55345272,531.4450031,213.1362831,67.80596768,225.5952723,NA
"1354","16.10.2017",5,17.9375,7,10,NA,108.1296125,313.4140247,145.2891584,94.51761831,234.5012094,NA
"1355","16.10.2018",7,19.0625,6,10,NA,100.0496583,366.1159561,174.5706163,122.9009897,272.6209401,NA
"1356","16.11.2012",7,-0.275,6,10,NA,NA,NA,NA,NA,NA,NA
"1357","16.11.2013",8,8.875,12,NA,NA,126.7933974,388.4567327,137.1516431,92.52288067,261.7551812,56.27092881
"1358","16.11.2014",7,8,14,61,NA,69.2794518,657.3349053,201.4247333,63.25456378,302.5639592,NA
"1359","16.11.2015",7,12.25,12,53,NA,105.4264942,257.9120875,98.61302135,55.44243708,244.0493862,NA
"1360","16.11.2016",7,8.75,11,61,NA,131.9974479,223.9105314,93.2104516,61.48292508,193.8496451,NA
"1361","16.11.2017",8,8.8125,8,61,NA,125.4988921,256.5289218,80.81749933,59.00349558,171.7272901,NA
"1362","16.11.2018",0,8.2625,7,10,NA,132.0611709,253.8444147,106.5701133,59.22225063,226.3964854,NA
"1363","16.12.2013",8,8.775,12,NA,NA,120.7912115,230.2858191,72.94626949,124.7643644,157.3924859,54.73946992
"1364","16.12.2014",8,4.625,12,61,NA,97.76858424,280.8742599,90.62442588,78.66740353,289.6547711,NA
"1365","16.12.2015",8,6.25,7,10,NA,110.8506491,239.1557058,74.18595392,192.2776991,180.3258233,NA
"1366","16.12.2016",8,-1,5,10,NA,86.02424063,231.8277183,81.08772679,108.5877481,182.7353781,NA
"1367","16.12.2017",1,3.275,10,10,NA,111.7644872,359.3912469,142.5342174,104.0573494,233.8843167,NA
"1368","16.12.2018",7,0.2,9,NA,NA,70.38289467,496.935804,187.6154309,129.8833934,252.4100549,NA
"1369","17.01.2012",6,4.4875,10,NA,NA,NA,NA,NA,NA,NA,NA
"1370","17.01.2014",7,6.7375,4,61,NA,94.79383865,257.7719041,104.9538775,237.8935969,228.6858727,62.58351956
"1371","17.01.2015",1,4.25,12,21,NA,115.0862088,447.6116928,144.6977619,66.50018002,382.8246114,NA
"1372","17.01.2016",3,-1.375,9,NA,NA,41.73067269,416.2797442,172.589343,89.97690284,299.7700858,NA
"1373","17.01.2017",7,0.5,4,10,NA,82.18199502,237.865416,77.10839415,133.3797955,179.153676,NA
"1374","17.01.2018",6,1.8125,10,61,NA,99.92876614,214.4003105,77.18812038,172.9381122,199.7804379,NA
"1375","17.01.2019",7,4.1875,15,61,NA,133.2585698,223.9402647,77.50012127,79.06255027,244.9267496,NA
"1376","17.02.2012",5,5.5625,14,NA,NA,NA,NA,NA,NA,NA,NA
"1377","17.02.2014",0,6.6875,9,NA,NA,139.563932,329.6903662,102.6445979,105.7734464,259.5527879,110.7724385
"1378","17.02.2015",6,1.125,7,45,NA,118.5096399,262.907455,113.350935,120.7292327,305.5429551,NA
"1379","17.02.2016",1,1.75,10,0,NA,115.3225919,282.85072,84.14530991,88.72405637,320.1509116,NA
"1380","17.02.2017",7,6,9,61,NA,151.6383739,272.2948769,72.46032371,52.45374719,279.3769925,NA
"1381","17.02.2018",8,4.125,5,10,NA,148.5147601,305.7914991,115.9320735,73.67919727,255.2882648,NA
"1382","17.02.2019",3,11.625,5,5,NA,59.88695568,457.1407053,227.0035466,86.69859108,374.6398715,NA
"1383","17.03.2012",6,9.775,14,10,NA,NA,NA,NA,NA,NA,NA
"1384","17.03.2014",7,9.5875,18,61,NA,141.5479055,283.8285275,124.5971662,61.03927364,219.6971752,50.88839912
"1385","17.03.2015",1,10.75,11,5,NA,136.6444495,296.5412372,97.6460876,83.47517951,300.4764908,NA
"1386","17.03.2016",0,9.25,12,0,NA,171.3948431,292.6670196,102.1155524,148.7517388,259.1974137,NA
"1387","17.03.2017",6,6.75,18,63,NA,112.5045341,225.002939,82.35486982,72.88617934,190.17742,NA
"1388","17.03.2018",5,-2.225,29,73,NA,192.5718637,352.9210124,171.6502942,84.6257281,203.1435115,NA
"1389","17.03.2019",5,7.4,20,21,NA,108.4505278,511.3274188,278.2381065,79.66883411,309.4761791,NA
"1390","17.04.2012",5,8.0375,12,NA,NA,NA,NA,NA,NA,NA,NA
"1391","17.04.2014",5,14.4,14,NA,NA,259.250122,562.2818135,214.3834809,66.01617434,427.1070333,65.26646839
"1392","17.04.2015",0,10.5,15,NA,NA,91.07443087,314.997368,95.87496298,111.3894837,269.6435702,NA
"1393","17.04.2016",4,9.875,19,21,NA,47.00664938,414.5216143,151.9663945,43.99793555,252.4020529,NA
"1394","17.04.2017",6,6.25,10,61,NA,23.19627918,535.7527709,220.822837,32.11681172,240.2167096,NA
"1395","17.04.2018",0,15.25,11,0,NA,101.3876351,252.8527411,86.2289875,47.26632467,202.3788839,NA
"1396","17.04.2019",0,11.6625,14,5,NA,195.8383835,409.0845947,176.2520495,NA,319.6111143,NA
"1397","17.05.2012",4,10.8125,18,3,NA,NA,NA,NA,NA,NA,NA
"1398","17.05.2013",0,21.3125,11,5,NA,NA,NA,NA,NA,NA,NA
"1399","17.05.2014",0,16.625,8,0,NA,128.4054824,507.8501008,225.1488915,76.21355882,423.0725042,89.09970912
"1400","17.05.2015",3,12.625,17,21,NA,63.05558765,562.6482321,174.9789269,71.14995822,293.2755322,NA
"1401","17.05.2016",7,10.75,15,21,NA,126.1759395,399.0044653,155.8164522,86.97849435,253.3350931,NA
"1402","17.05.2017",6,23.125,7,NA,NA,80.77767685,280.8172887,100.5091801,96.53491317,180.5301925,NA
"1403","17.05.2018",3,15.2875,10,5,NA,129.8460439,335.9984424,143.1167196,42.72305348,208.6622795,NA
"1404","17.05.2019",7,11.95,11,10,NA,169.9279418,363.8289434,165.0240906,NA,288.2726572,NA
"1405","17.06.2012",6,16.9625,14,25,1,NA,NA,NA,NA,NA,NA
"1406","17.06.2013",0,17.9,8,NA,NA,NA,NA,NA,NA,NA,NA
"1407","17.06.2014",1,20.375,7,NA,NA,124.5622184,419.6516028,157.9955686,115.2133712,262.9319782,66.73735293
"1408","17.06.2015",7,16.5,9,61,NA,97.54363367,380.3057033,138.2728963,96.15414637,260.3575432,NA
"1409","17.06.2016",6,18.125,10,21,NA,96.48948786,349.8317944,111.5789493,156.0305126,251.6798223,NA
"1410","17.06.2017",0,20.125,15,0,1,152.5871856,578.7801257,289.3764176,62.394597,352.5061797,NA
"1411","17.06.2018",5,18.275,12,61,1,131.7747367,561.16613,301.9876944,65.15850128,351.2089686,NA
"1412","17.06.2019",3,21.875,9,NA,NA,NA,NA,NA,NA,NA,NA
"1413","17.07.2012",5,17.1375,18,80,NA,NA,NA,NA,NA,NA,NA
"1414","17.07.2013",5,22.5125,8,NA,NA,150.5729196,628.325719,301.777438,62.06360988,396.9942471,39.7377804
"1415","17.07.2014",4,22.7625,7,NA,NA,160.5229297,601.5475003,279.7553914,91.19634726,290.3719316,NA
"1416","17.07.2015",4,23.25,12,21,NA,59.67564804,533.3819965,230.8785481,50.57656432,235.3510816,NA
"1417","17.07.2016",7,17.25,9,61,NA,42.88587824,666.5279467,240.984092,97.86189319,297.6549154,NA
"1418","17.07.2017",6,18.5,12,NA,NA,158.9660942,487.24,210.5560632,88.66834921,308.7256871,NA
"1419","17.07.2018",0,26.775,10,NA,NA,197.2648347,608.0534267,322.4402608,101.2771899,307.5952927,NA
"1420","17.07.2019",4,17.5375,6,0,NA,NA,NA,NA,NA,NA,NA
"1421","17.08.2012",5,21.9375,8,NA,NA,NA,NA,NA,NA,NA,NA
"1422","17.08.2013",6,20.55,7,0,NA,221.630418,583.6574342,280.1700458,141.0668884,519.8349294,36.82447637
"1423","17.08.2014",7,15.65,13,61,NA,NA,NA,NA,NA,NA,NA
"1424","17.08.2015",7,19.375,14,61,NA,131.2351079,450.9201283,225.8248369,85.65180515,326.2404786,NA
"1425","17.08.2016",0,19.571428,8,NA,NA,133.7241132,580.9599846,274.1523479,111.5560313,274.043113,NA
"1426","17.08.2017",5,21.8,10,63,NA,174.4672855,473.6377183,196.0175265,76.11773586,301.7806051,NA
"1427","17.08.2018",7,19.55,9,61,NA,183.6182662,643.6267107,333.0296853,104.687057,354.5357274,NA
"1428","17.09.2012",4,17.4375,14,25,NA,NA,NA,NA,NA,NA,NA
"1429","17.09.2013",5,13.1375,10,63,NA,136.1180445,321.0548813,121.6014191,83.27544666,320.526447,60.71732015
"1430","17.09.2014",1,19.875,18,NA,NA,140.2304265,397.8478418,141.7102759,88.32737768,328.6708689,NA
"1431","17.09.2015",6,18,12,61,NA,110.5142579,339.2936822,126.8565993,80.57123061,244.3843793,NA
"1432","17.09.2016",5,18.875,14,NA,NA,120.7865995,407.1854837,215.0464405,53.31698202,314.548532,NA
"1433","17.09.2017",7,15.25,7,61,NA,82.01644481,459.0522669,195.7747329,66.86146637,371.90452,NA
"1434","17.10.2012",7,12.1,12,21,NA,NA,NA,NA,NA,NA,NA
"1435","17.10.2013",7,12,15,65,NA,89.94118379,324.9826413,138.523531,70.05323657,244.4288716,117.5683488
"1436","17.10.2014",7,14.375,10,65,NA,144.3578534,466.802719,192.3761849,68.7913641,297.5771557,NA
"1437","17.10.2015",7,10.75,9,61,NA,156.7948208,521.1304318,212.154857,77.64044019,345.9183718,NA
"1438","17.10.2016",8,9.75,6,10,NA,120.5478561,384.7716618,158.1511134,49.4876099,255.7354103,NA
"1439","17.10.2017",7,14.725,13,NA,NA,77.24297404,314.894199,130.2998616,50.72470585,243.6544368,NA
"1440","17.10.2018",2,20.8375,5,5,NA,110.5606627,364.2312099,168.9523419,77.10679468,239.9750248,NA
"1441","17.11.2013",2,8.8875,8,0,NA,74.39451859,585.3606335,219.2306077,57.5784741,434.5146843,28.28409449
"1442","17.11.2014",7,9.625,7,10,NA,138.7522466,332.9049752,142.1879755,91.03458973,291.7916736,NA
"1443","17.11.2015",7,10.75,8,21,NA,100.3957643,236.5561657,72.78015781,71.72269427,190.311676,NA
"1444","17.11.2016",6,7.75,9,21,NA,120.9997642,217.3534818,106.0926743,44.26043721,219.9336336,NA
"1445","17.11.2017",3,7.725,10,21,NA,141.6162019,251.2297561,67.87295022,92.45689621,192.1432813,NA
"1446","17.11.2018",0,5.375,10,10,NA,113.6098316,329.7701999,160.5336947,113.6836038,284.0546403,NA
"1447","17.12.2012",8,4.1875,4,47,NA,NA,NA,NA,NA,NA,NA
"1448","17.12.2013",8,4.95,8,61,NA,74.62832509,261.5243789,88.81184597,104.2942066,174.5715558,31.70988614
"1449","17.12.2014",7,3.625,10,61,NA,102.8568354,269.192321,92.86863713,54.11521415,278.7324088,NA
"1450","17.12.2015",7,11.875,9,53,NA,103.8435162,266.8020791,85.47810077,170.6422574,189.6032399,NA
"1451","17.12.2016",8,2.125,6,10,NA,NA,NA,NA,NA,NA,NA
"1452","17.12.2017",3,1.1375,7,10,NA,54.21084468,414.2412686,159.6862969,103.8198915,277.1746471,NA
"1453","17.12.2018",8,0.65,6,20,NA,112.6596353,245.5210183,86.8619804,91.58075044,191.500728,NA
"1454","18.01.2012",7,2.35,12,51,NA,NA,NA,NA,NA,NA,NA
"1455","18.01.2014",7,5.8875,8,61,NA,102.6336498,357.4107537,120.949486,152.9562734,296.4581689,50.93732238
"1456","18.01.2015",8,2,9,61,NA,47.89105117,615.8951615,181.2477904,53.85732586,325.1219786,NA
"1457","18.01.2016",6,-1.75,6,10,NA,113.8481863,196.7601223,75.70812657,59.31546555,176.3751947,NA
"1458","18.01.2017",7,0.125,8,20,NA,88.86495023,229.1832467,71.94388099,185.7801111,237.6282712,NA
"1459","18.01.2018",7,1.1625,17,73,NA,111.7885224,227.2799788,72.25327026,83.6944634,221.5202139,NA
"1460","18.01.2019",1,1.2625,7,0,NA,119.7019397,249.7229721,104.9678614,74.82586596,366.756916,NA
"1461","18.02.2012",8,6.175,14,61,NA,NA,NA,NA,NA,NA,NA
"1462","18.02.2014",7,7.8,8,10,NA,101.1288081,275.5018668,100.9272753,93.89714079,285.6967166,51.74052119
"1463","18.02.2015",3,5.5,12,10,NA,123.2678172,248.3272209,81.71312554,108.584974,276.6522062,NA
"1464","18.02.2016",5,1.875,6,10,NA,130.0164783,328.4491754,101.6525571,188.2274327,290.7884988,NA
"1465","18.02.2017",7,4.625,12,20,NA,141.7166006,428.4207607,110.1736744,83.3483029,470.5088436,NA
"1466","18.02.2018",5,4.375,8,0,NA,43.13720263,383.2103708,164.3279356,80.16375689,425.191343,NA
"1467","18.02.2019",0,11.725,7,0,NA,143.1408479,258.1863215,118.9616941,78.23420686,259.4542882,NA
"1468","18.03.2012",7,9.8375,16,61,NA,NA,NA,NA,NA,NA,NA
"1469","18.03.2014",7,9.6875,16,21,NA,88.22504445,286.0187935,101.8170316,59.60915172,270.9771766,33.75573032
"1470","18.03.2015",4,10.625,8,NA,NA,117.2134964,292.9819133,108.6439869,69.68857957,319.376885,NA
"1471","18.03.2016",8,5.375,9,21,NA,107.7701078,271.2549454,83.27320582,61.9345961,310.2486225,NA
"1472","18.03.2017",5,6.875,22,21,NA,106.2087256,287.8439056,102.8750624,68.23096603,241.1532455,NA
"1473","18.03.2018",1,-0.825,23,5,NA,140.5879523,395.0683174,218.2784239,94.17396007,262.3502485,NA
"1474","18.03.2019",5,6.325,21,61,NA,123.4991408,256.6863173,125.1442984,69.92468688,276.2610615,NA
"1475","18.04.2012",6,9.6125,10,NA,NA,NA,NA,NA,NA,NA,NA
"1476","18.04.2014",7,8.2375,11,61,NA,NA,NA,NA,NA,NA,NA
"1477","18.04.2015",0,10.875,8,NA,NA,103.3058968,372.9856393,147.2806753,77.11555388,273.308984,NA
"1478","18.04.2016",7,9.625,16,21,NA,118.9887398,278.2957791,80.68687586,51.95708999,180.4021338,NA
"1479","18.04.2017",4,5.625,15,NA,NA,123.9470109,385.9351193,174.4050321,46.25522188,240.4779018,NA
"1480","18.04.2018",1,20.35,11,0,NA,93.64484507,232.1400713,107.5586089,73.6639311,200.0907275,NA
"1481","18.04.2019",0,13.0125,14,5,NA,311.1456634,552.2780384,210.025076,NA,379.7406912,NA
"1482","18.05.2012",6,16.2125,10,NA,NA,NA,NA,NA,NA,NA,NA
"1483","18.05.2013",7,13.85,12,10,NA,NA,NA,NA,NA,NA,NA
"1484","18.05.2014",4,16.5125,13,NA,NA,94.92657189,598.0670116,209.6151263,79.71884442,381.7428386,88.97271889
"1485","18.05.2015",6,11.625,8,61,NA,103.8023168,328.9134296,123.5394205,74.26834555,225.8327373,NA
"1486","18.05.2016",5,16.75,7,NA,NA,124.0583977,374.1868767,112.5309979,83.94553942,300.0984194,NA
"1487","18.05.2017",4,23.125,12,NA,NA,103.5017304,292.8934952,106.6890643,66.12975554,220.5135881,NA
"1488","18.05.2018",7,14.75,9,0,NA,127.2047974,287.7283357,128.8285079,88.32890902,252.5897016,NA
"1489","18.05.2019",3,16.4875,13,5,NA,177.886432,580.6223522,279.9437847,NA,288.7777546,NA
"1490","18.06.2012",6,19.5875,19,95,1,NA,NA,NA,NA,NA,NA
"1491","18.06.2013",1,20.05,10,0,NA,NA,NA,NA,NA,NA,NA
"1492","18.06.2014",3,19.3,13,NA,NA,137.8657779,432.5743312,153.0687143,87.67087656,370.5571821,49.95819612
"1493","18.06.2015",7,13.25,13,61,NA,140.8240646,332.820567,132.8294608,51.9802446,269.2724207,NA
"1494","18.06.2016",6,18,12,21,1,178.0535034,455.1155667,210.9959581,82.80570576,297.1961769,NA
"1495","18.06.2017",2,24.25,9,NA,1,75.17278549,586.1651888,301.3505889,192.905986,216.356703,NA
"1496","18.06.2018",7,17.6375,9,61,1,150.6089811,453.773846,183.9055755,84.11018794,368.9087742,NA
"1497","18.06.2019",5,25.1125,6,95,NA,NA,NA,NA,NA,NA,NA
"1498","18.07.2012",7,16.95,6,63,NA,NA,NA,NA,NA,NA,NA
"1499","18.07.2013",1,23.25,11,5,NA,101.9007213,647.8222537,250.4265869,69.93699655,300.3987901,62.36054481
"1500","18.07.2014",1,26.05,10,NA,NA,119.8110425,611.7607959,320.6934525,63.21675918,279.6065797,NA
"1501","18.07.2015",2,20.875,16,NA,NA,103.4218755,677.1999084,276.1499698,78.47564885,274.3379124,NA
"1502","18.07.2016",7,18.5,15,21,NA,NA,NA,NA,NA,NA,NA
"1503","18.07.2017",5,18.75,7,NA,NA,123.6683092,498.2070679,210.035194,102.1691177,292.6470479,NA
"1504","18.07.2018",3,23.866666,13,0,NA,137.708587,619.5462524,307.9172534,89.55747959,347.8574818,NA
"1505","18.07.2019",6,21.25,8,0,NA,NA,NA,NA,NA,NA,NA
"1506","18.08.2012",6,27.525,8,NA,NA,NA,NA,NA,NA,NA,NA
"1507","18.08.2013",7,18.5875,10,63,NA,92.48977851,669.1862115,282.5997861,104.4488589,479.4995417,104.8803521
"1508","18.08.2014",6,15.2,15,61,NA,204.943579,764.8109214,452.0062658,61.64966104,556.6799268,NA
"1509","18.08.2015",7,19.25,13,21,NA,150.3301381,523.4489503,213.5447334,105.5046892,322.838609,NA
"1510","18.08.2016",3,18.25,9,NA,NA,166.4912935,517.6632845,287.7657471,81.58082779,256.0266278,NA
"1511","18.08.2017",6,19.6625,7,0,NA,121.5064824,479.4141346,222.0371738,110.66121,262.7338306,NA
"1512","18.08.2018",4,21.75,10,NA,NA,286.4285836,755.6733108,401.0746869,69.53927857,394.4319384,NA
"1513","18.09.2012",6,15.0375,14,80,NA,NA,NA,NA,NA,NA,NA
"1514","18.09.2013",4,13.05,9,NA,NA,152.2550852,327.4137134,123.4304753,52.94188172,273.5407717,26.79544191
"1515","18.09.2014",0,20.5,13,NA,NA,168.7673832,397.1789251,153.1856217,66.24924568,310.7030339,NA
"1516","18.09.2015",5,17.25,10,0,NA,142.7322708,352.7901809,130.1940814,76.18094773,320.3462644,NA
"1517","18.09.2016",7,16.75,15,21,NA,93.16086238,480.5425813,197.3078531,67.75111869,355.7231541,NA
"1518","18.09.2017",2,15.075,4,0,NA,135.4430416,327.6047478,131.5308954,83.09769269,241.4427184,NA
"1519","18.10.2012",6,16.775,8,NA,NA,NA,NA,NA,NA,NA,NA
"1520","18.10.2013",1,9.075,9,NA,NA,111.2336982,321.7099003,154.0604138,63.04057901,295.0768563,59.17103268
"1521","18.10.2014",7,15.25,7,21,NA,158.1521304,704.5133582,287.1574988,84.7844612,332.7139569,NA
"1522","18.10.2015",8,11.125,10,61,NA,23.10840604,453.2886583,146.2428872,95.30281116,243.1764402,NA
"1523","18.10.2016",7,13.25,6,28,NA,110.3613563,401.4188656,149.4508879,82.55545941,228.6003506,NA
"1524","18.10.2017",4,14.8125,6,0,NA,107.7164458,291.3001085,74.71078787,72.7722092,252.2217518,NA
"1525","18.10.2018",1,12.816666,12,5,NA,138.6358189,332.9701865,164.8498679,80.46197893,260.1429965,NA
"1526","18.11.2013",7,6.65,5,63,NA,129.1090326,271.3880045,91.01250105,78.19368523,211.4124608,43.97946067
"1527","18.11.2014",7,8.875,13,61,NA,134.6884326,263.3797368,153.386557,62.84539572,217.2339826,NA
"1528","18.11.2015",6,10.75,19,21,NA,114.4948502,198.9118708,56.10415887,64.83587411,206.4062254,NA
"1529","18.11.2016",4,7.25,13,21,NA,125.6202316,251.9404272,64.31707264,114.5238874,181.2460638,NA
"1530","18.11.2017",5,5.35,12,65,NA,89.6760956,292.5094718,70.91504954,93.16776799,195.8536488,NA
"1531","18.11.2018",7,6.75,14,0,NA,154.9039991,453.1614151,237.5102729,78.91479656,309.68598,NA
"1532","18.12.2012",8,3.6375,10,61,NA,NA,NA,NA,NA,NA,NA
"1533","18.12.2013",7,6.85,8,10,NA,86.4115251,241.8802896,78.67043296,79.41688622,183.8958609,42.27224773
"1534","18.12.2014",7,10,11,61,NA,112.7697007,303.3527928,98.92042002,66.40124763,271.0971038,NA
"1535","18.12.2015",8,10.375,15,61,NA,88.73194247,247.5657274,70.39189101,96.83363573,205.0702518,NA
"1536","18.12.2016",7,7,8,0,NA,158.0847614,565.0416648,174.7289984,164.7269683,304.1165043,NA
"1537","18.12.2017",5,2.4625,6,10,NA,132.3432972,236.1720515,94.77374844,84.78048117,134.4056982,NA
"1538","18.12.2018",7,5.3125,6,21,NA,90.23424213,241.0386382,108.7482787,88.86131573,161.9302749,NA
"1539","19.01.2012",8,5.2625,16,80,NA,NA,NA,NA,NA,NA,NA
"1540","19.01.2014",7,2.8625,19,10,NA,53.00146718,519.7322577,201.9518192,112.8940639,284.6227386,50.38383098
"1541","19.01.2015",7,1,5,71,NA,138.9354492,287.1284892,106.5225324,90.62343583,243.7506867,NA
"1542","19.01.2016",7,-2.5,10,73,NA,99.38564057,207.4123833,89.79512623,86.23736167,193.8269489,NA
"1543","19.01.2017",8,1.5,8,61,NA,119.723025,217.3143319,80.73121206,36.83426023,203.847604,NA
"1544","19.01.2018",6,1.975,10,73,NA,121.0282509,233.268219,79.49126845,76.75398177,227.6297627,NA
"1545","19.01.2019",2,0.925,4,49,NA,125.7001908,299.7339412,154.3552864,82.74311504,333.2328023,NA
"1546","19.02.2012",4,4.2,18,25,NA,NA,NA,NA,NA,NA,NA
"1547","19.02.2014",7,6.325,8,61,NA,139.7129633,317.3005434,70.62490074,87.11354372,244.745194,73.86101976
"1548","19.02.2015",0,6.25,13,5,NA,123.6909034,284.7882013,96.84776195,93.81079402,321.7308638,NA
"1549","19.02.2016",7,3.25,6,61,NA,121.1062737,322.078092,92.69089448,63.59175254,294.6327729,NA
"1550","19.02.2017",7,5.625,8,61,NA,62.00979695,447.5672004,143.2427825,67.6590165,314.3453566,NA
"1551","19.02.2018",5,4.9125,4,5,NA,121.9422307,229.7253662,93.96495153,102.4513677,304.597844,NA
